Month,Year,Dayweek,Time,Time of day,Day of week,Christmas Period,Easter Period,Time ID
2,2019,Sunday,12:00,Night,Weekend,No,No,5453
2,2019,Sunday,17:00,Day,Weekend,No,No,5454
2,2019,Sunday,18:59,Night,Weekend,No,No,5455
2,2019,Sunday,19:25,Night,Weekend,No,No,5456
2,2019,Sunday,20:16,Night,Weekend,No,No,5457
2,2019,Sunday,20:40,Night,Weekend,No,No,5458
2,2019,Thursday,0:25,Night,Weekday,No,No,5459
2,2019,Thursday,1:30,Night,Weekday,No,No,5460
2,2019,Thursday,2:00,Night,Weekday,No,No,5461
2,2019,Thursday,6:00,Day,Weekday,No,No,5462
2,2019,Thursday,7:15,Day,Weekday,No,No,5463
2,2019,Thursday,8:20,Night,Weekday,No,No,5464
2,2019,Thursday,9:57,Day,Weekday,No,No,5465
2,2019,Thursday,10:00,Day,Weekday,No,No,5466
2,2019,Thursday,10:43,Day,Weekday,No,No,5467
2,2019,Thursday,11:27,Day,Weekday,No,No,5468
2,2019,Thursday,11:55,Day,Weekday,No,No,5469
2,2019,Thursday,14:00,Night,Weekday,No,No,5470
2,2019,Thursday,14:20,Day,Weekday,No,No,5471
2,2019,Thursday,16:09,Day,Weekday,No,No,5472
2,2019,Thursday,16:50,Night,Weekday,No,No,5473
2,2019,Thursday,18:00,Night,Weekday,No,No,5474
2,2019,Thursday,19:57,Night,Weekday,No,No,5475
2,2019,Thursday,20:00,Night,Weekday,No,No,5476
2,2019,Thursday,22:49,Night,Weekday,No,No,5477
2,2019,Tuesday,5:04,Night,Weekday,No,No,5478
2,2019,Tuesday,5:15,Night,Weekday,No,No,5479
2,2019,Tuesday,11:00,Day,Weekday,No,No,5480
2,2019,Tuesday,11:20,Day,Weekday,No,No,5481
2,2019,Tuesday,11:52,Night,Weekday,No,No,5482
2,2019,Tuesday,12:55,Day,Weekday,No,No,5483
2,2019,Tuesday,13:04,Day,Weekday,No,No,5484
2,2019,Tuesday,14:36,Day,Weekday,No,No,5485
2,2019,Tuesday,15:24,Day,Weekday,No,No,5486
2,2019,Tuesday,22:25,Night,Weekday,No,No,5487
2,2019,Tuesday,23:23,Night,Weekday,No,No,5488
2,2019,Wednesday,6:00,Day,Weekday,No,No,5489
2,2019,Wednesday,6:50,Day,Weekday,No,No,5490
2,2019,Wednesday,7:57,Night,Weekday,No,No,5491
2,2019,Wednesday,8:00,Night,Weekday,No,No,5492
2,2019,Wednesday,13:50,Day,Weekday,No,No,5493
2,2019,Wednesday,14:15,Night,Weekday,No,No,5494
2,2019,Wednesday,15:30,Night,Weekday,No,No,5495
2,2019,Wednesday,15:39,Day,Weekday,No,No,5496
2,2019,Wednesday,16:05,Night,Weekday,No,No,5497
2,2019,Wednesday,16:45,Night,Weekday,No,No,5498
2,2019,Wednesday,17:00,Day,Weekday,No,No,5499
2,2019,Wednesday,21:39,Night,Weekday,No,No,5500
2,2019,Wednesday,21:51,Night,Weekday,No,No,5501
1,2019,Friday,2:00,Night,Weekday,No,No,5502
1,2019,Friday,3:30,Night,Weekday,No,No,5503
1,2019,Friday,7:00,Day,Weekday,No,No,5504
1,2019,Friday,8:00,Day,Weekday,No,No,5505
1,2019,Friday,11:55,Day,Weekday,No,No,5506
1,2019,Friday,12:29,Day,Weekday,No,No,5507
1,2019,Friday,13:15,Day,Weekday,No,No,5508
1,2019,Friday,14:30,Night,Weekday,No,No,5509
1,2019,Friday,16:07,Night,Weekday,No,No,5510
1,2019,Friday,16:27,Day,Weekday,No,No,5511
1,2019,Friday,18:00,Night,Weekend,No,No,5512
1,2019,Friday,20:00,Night,Weekend,No,No,5513
1,2019,Friday,21:27,Night,Weekday,No,No,5514
1,2019,Friday,23:30,Night,Weekend,No,No,5515
1,2019,Monday,2:45,Night,Weekend,No,No,5516
1,2019,Monday,9:47,Day,Weekday,No,No,5517
1,2019,Monday,11:11,Day,Weekday,No,No,5518
1,2019,Monday,11:18,Day,Weekday,No,No,5519
1,2019,Monday,12:00,Day,Weekday,No,No,5520
1,2019,Monday,12:40,Night,Weekend,No,No,5521
1,2019,Monday,12:50,Night,Weekend,No,No,5522
1,2019,Monday,15:05,Day,Weekday,No,No,5523
1,2019,Monday,17:00,Day,Weekday,No,No,5524
1,2019,Monday,19:15,Night,Weekday,No,No,5525
1,2019,Monday,20:00,Night,Weekday,No,No,5526
1,2019,Monday,20:15,Night,Weekday,No,No,5527
1,2019,Saturday,0:30,Night,Weekend,No,No,5528
1,2019,Saturday,0:37,Night,Weekend,No,No,5529
1,2019,Saturday,3:40,Night,Weekend,No,No,5530
1,2019,Saturday,5:00,Night,Weekend,No,No,5531
1,2019,Saturday,5:15,Night,Weekend,No,No,5532
1,2019,Saturday,6:10,Day,Weekend,No,No,5533
1,2019,Saturday,7:00,Day,Weekend,No,No,5534
1,2019,Saturday,7:26,Day,Weekend,No,No,5535
1,2019,Saturday,9:13,Day,Weekend,No,No,5536
1,2019,Saturday,11:40,Day,Weekend,No,No,5537
1,2019,Saturday,12:57,Day,Weekend,No,No,5538
1,2019,Saturday,14:23,Day,Weekend,No,No,5539
1,2019,Saturday,14:30,Night,Weekend,No,No,5540
1,2019,Saturday,14:43,Day,Weekend,No,No,5541
1,2019,Saturday,15:30,Day,Weekend,No,No,5542
1,2019,Saturday,18:30,Night,Weekend,No,No,5543
1,2019,Saturday,20:00,Night,Weekend,No,No,5544
1,2019,Sunday,3:00,Night,Weekend,No,No,5545
1,2019,Sunday,6:00,Day,Weekend,No,No,5546
1,2019,Sunday,6:20,Day,Weekend,No,No,5547
1,2019,Sunday,7:00,Night,Weekend,No,No,5548
1,2019,Sunday,11:00,Day,Weekend,No,No,5549
1,2019,Sunday,13:00,Night,Weekend,No,No,5550
1,2019,Sunday,15:00,Day,Weekend,No,No,5551
1,2019,Sunday,16:00,Day,Weekend,No,No,5552
1,2019,Sunday,16:45,Day,Weekend,No,No,5553
1,2019,Sunday,17:00,Day,Weekend,No,No,5554
1,2019,Sunday,17:30,Night,Weekend,No,No,5555
1,2019,Sunday,18:10,Night,Weekend,No,No,5556
1,2019,Sunday,18:30,Night,Weekend,No,No,5557
1,2019,Sunday,19:48,Night,Weekend,No,No,5558
1,2019,Sunday,21:30,Night,Weekend,No,No,5559
1,2019,Thursday,0:01,Night,Weekday,No,No,5560
1,2019,Thursday,1:00,Night,Weekday,No,No,5561
1,2019,Thursday,2:00,Night,Weekday,No,No,5562
1,2019,Thursday,3:00,Night,Weekday,No,No,5563
1,2019,Thursday,7:03,Day,Weekday,No,No,5564
1,2019,Thursday,7:30,Day,Weekday,No,No,5565
1,2019,Thursday,9:03,Day,Weekday,No,No,5566
1,2019,Thursday,11:25,Night,Weekday,No,No,5567
1,2019,Thursday,12:15,Day,Weekday,No,No,5568
1,2019,Thursday,13:30,Day,Weekday,Yes,No,5569
1,2019,Thursday,13:53,Night,Weekday,No,No,5570
1,2019,Thursday,14:00,Day,Weekday,No,No,5571
1,2019,Thursday,14:08,Day,Weekday,No,No,5572
1,2019,Thursday,14:40,Night,Weekday,No,No,5573
1,2019,Thursday,15:00,Day,Weekday,No,No,5574
1,2019,Thursday,15:55,Night,Weekday,No,No,5575
1,2019,Thursday,17:36,Day,Weekday,No,No,5576
1,2019,Thursday,18:30,Night,Weekday,No,No,5577
1,2019,Thursday,18:50,Night,Weekday,No,No,5578
1,2019,Tuesday,2:35,Night,Weekday,Yes,No,5579
1,2019,Tuesday,3:15,Night,Weekday,Yes,No,5580
1,2019,Tuesday,4:35,Night,Weekday,No,No,5581
1,2019,Tuesday,9:07,Day,Weekday,No,No,5582
1,2019,Tuesday,10:00,Day,Weekday,Yes,No,5583
1,2019,Tuesday,10:29,Day,Weekday,No,No,5584
1,2019,Tuesday,10:50,Day,Weekday,No,No,5585
1,2019,Tuesday,12:30,Day,Weekday,No,No,5586
1,2019,Tuesday,13:00,Day,Weekday,No,No,5587
1,2019,Tuesday,13:50,Day,Weekday,No,No,5588
1,2019,Tuesday,14:40,Day,Weekday,No,No,5589
1,2019,Tuesday,15:48,Day,Weekday,No,No,5590
1,2019,Tuesday,19:51,Night,Weekday,No,No,5591
1,2019,Tuesday,20:05,Night,Weekday,No,No,5592
1,2019,Tuesday,21:15,Night,Weekday,No,No,5593
1,2019,Wednesday,5:45,Night,Weekday,No,No,5594
1,2019,Wednesday,10:40,Day,Weekday,No,No,5595
1,2019,Wednesday,11:00,Day,Weekday,No,No,5596
1,2019,Wednesday,13:15,Day,Weekday,No,No,5597
1,2019,Wednesday,14:35,Night,Weekday,No,No,5598
1,2019,Wednesday,14:38,Day,Weekday,No,No,5599
1,2019,Wednesday,16:38,Day,Weekday,Yes,No,5600
1,2019,Wednesday,17:00,Day,Weekday,No,No,5601
1,2019,Wednesday,18:00,Night,Weekday,No,No,5602
1,2019,Wednesday,19:00,Night,Weekday,No,No,5603
1,2019,Wednesday,19:30,Night,Weekday,No,No,5604
1,2019,Wednesday,21:00,Night,Weekday,No,No,5605
1,2019,Wednesday,22:40,Night,Weekday,Yes,No,5606
12,2018,Friday,0:30,Night,Weekday,No,No,5607
12,2018,Friday,1:45,Night,Weekday,Yes,No,5608
12,2018,Friday,4:00,Night,Weekday,No,No,5609
12,2018,Friday,7:20,Day,Weekday,No,No,5610
12,2018,Friday,9:15,Day,Weekday,No,No,5611
12,2018,Friday,10:00,Day,Weekday,No,No,5612
12,2018,Friday,11:30,Day,Weekday,No,No,5613
12,2018,Friday,13:50,Day,Weekday,No,No,5614
12,2018,Friday,14:00,Day,Weekday,Yes,No,5615
12,2018,Friday,14:40,Day,Weekday,No,No,5616
12,2018,Friday,19:00,Night,Weekend,No,No,5617
12,2018,Friday,21:20,Night,Weekend,No,No,5618
12,2018,Friday,21:40,Night,Weekend,No,No,5619
12,2018,Friday,22:30,Night,Weekend,No,No,5620
12,2018,Monday,0:00,Night,Weekend,Yes,No,5621
12,2018,Monday,1:30,Night,Weekend,No,No,5622
12,2018,Monday,2:30,Night,Weekend,Yes,No,5623
12,2018,Monday,6:15,Day,Weekday,No,No,5624
12,2018,Monday,8:00,Day,Weekday,No,No,5625
12,2018,Monday,9:30,Day,Weekday,Yes,No,5626
12,2018,Monday,10:12,Day,Weekday,No,No,5627
12,2018,Monday,18:00,Night,Weekday,Yes,No,5628
12,2018,Monday,18:55,Night,Weekday,No,No,5629
12,2018,Monday,19:00,Night,Weekday,Yes,No,5630
12,2018,Monday,20:00,Night,Weekday,Yes,No,5631
12,2018,Monday,20:45,Night,Weekday,Yes,No,5632
12,2018,Saturday,3:15,Night,Weekend,No,No,5633
12,2018,Saturday,3:45,Night,Weekend,Yes,No,5634
12,2018,Saturday,4:50,Night,Weekend,No,No,5635
12,2018,Saturday,6:15,Day,Weekend,No,No,5636
12,2018,Saturday,9:02,Day,Weekend,No,No,5637
12,2018,Saturday,10:06,Day,Weekend,No,No,5638
12,2018,Saturday,11:00,Day,Weekend,Yes,No,5639
12,2018,Saturday,14:15,Day,Weekend,Yes,No,5640
12,2018,Saturday,15:00,Day,Weekend,No,No,5641
12,2018,Saturday,17:45,Day,Weekend,Yes,No,5642
12,2018,Saturday,20:01,Night,Weekend,No,No,5643
12,2018,Saturday,20:45,Night,Weekend,No,No,5644
12,2018,Sunday,4:00,Night,Weekend,No,No,5645
12,2018,Sunday,4:30,Night,Weekend,No,No,5646
12,2018,Sunday,6:30,Day,Weekend,No,No,5647
12,2018,Sunday,8:00,Day,Weekend,No,No,5648
12,2018,Sunday,9:40,Day,Weekend,Yes,No,5649
12,2018,Sunday,10:55,Day,Weekend,No,No,5650
12,2018,Sunday,11:00,Day,Weekend,No,No,5651
12,2018,Sunday,12:00,Day,Weekend,Yes,No,5652
12,2018,Sunday,13:00,Day,Weekend,Yes,No,5653
12,2018,Sunday,14:00,Day,Weekend,No,No,5654
12,2018,Sunday,15:18,Day,Weekend,No,No,5655
12,2018,Sunday,16:20,Day,Weekend,No,No,5656
12,2018,Sunday,17:20,Day,Weekend,No,No,5657
12,2018,Sunday,20:50,Night,Weekend,No,No,5658
12,2018,Sunday,21:00,Night,Weekend,Yes,No,5659
12,2018,Sunday,22:14,Night,Weekend,Yes,No,5660
12,2018,Thursday,6:20,Day,Weekday,No,No,5661
12,2018,Thursday,9:00,Day,Weekday,No,No,5662
12,2018,Thursday,11:35,Day,Weekday,Yes,No,5663
12,2018,Thursday,12:00,Day,Weekday,Yes,No,5664
12,2018,Thursday,13:00,Day,Weekday,No,No,5665
12,2018,Thursday,13:49,Day,Weekday,Yes,No,5666
12,2018,Thursday,16:00,Day,Weekday,No,No,5667
12,2018,Thursday,17:00,Day,Weekday,Yes,No,5668
12,2018,Thursday,17:40,Day,Weekday,No,No,5669
12,2018,Thursday,18:00,Night,Weekday,No,No,5670
12,2018,Thursday,18:30,Night,Weekday,No,No,5671
12,2018,Tuesday,12:30,Day,Weekday,No,No,5672
12,2018,Tuesday,16:00,Day,Weekday,Yes,No,5673
12,2018,Tuesday,16:22,Day,Weekday,No,No,5674
12,2018,Tuesday,17:00,Day,Weekday,No,No,5675
12,2018,Tuesday,17:30,Day,Weekday,No,No,5676
12,2018,Tuesday,18:26,Night,Weekday,No,No,5677
12,2018,Tuesday,19:00,Night,Weekday,No,No,5678
12,2018,Tuesday,23:05,Night,Weekday,No,No,5679
12,2018,Wednesday,6:20,Day,Weekday,No,No,5680
12,2018,Wednesday,7:48,Day,Weekday,No,No,5681
12,2018,Wednesday,12:31,Day,Weekday,Yes,No,5682
12,2018,Wednesday,12:53,Day,Weekday,Yes,No,5683
12,2018,Wednesday,15:00,Day,Weekday,No,No,5684
12,2018,Wednesday,16:30,Day,Weekday,No,No,5685
12,2018,Wednesday,17:23,Day,Weekday,Yes,No,5686
12,2018,Wednesday,18:35,Night,Weekday,Yes,No,5687
12,2018,Wednesday,19:36,Night,Weekday,No,No,5688
12,2018,Wednesday,20:30,Night,Weekday,No,No,5689
12,2018,Wednesday,20:58,Night,Weekday,No,No,5690
12,2018,Wednesday,21:00,Night,Weekday,Yes,No,5691
12,2018,Wednesday,22:35,Night,Weekday,No,No,5692
12,2018,Wednesday,23:48,Night,Weekday,No,No,5693
11,2018,Friday,1:10,Night,Weekday,No,No,5694
11,2018,Friday,5:26,Night,Weekday,No,No,5695
11,2018,Friday,6:50,Day,Weekday,No,No,5696
11,2018,Friday,9:30,Day,Weekday,No,No,5697
11,2018,Friday,11:10,Day,Weekday,No,No,5698
11,2018,Friday,13:30,Day,Weekday,No,No,5699
11,2018,Friday,15:45,Day,Weekday,No,No,5700
11,2018,Friday,16:40,Day,Weekday,No,No,5701
11,2018,Friday,16:49,Day,Weekday,No,No,5702
11,2018,Friday,19:00,Night,Weekend,No,No,5703
11,2018,Friday,21:48,Night,Weekend,No,No,5704
11,2018,Friday,23:35,Night,Weekend,No,No,5705
11,2018,Monday,1:00,Night,Weekend,No,No,5706
11,2018,Monday,2:04,Night,Weekend,No,No,5707
11,2018,Monday,2:20,Night,Weekend,No,No,5708
11,2018,Monday,5:00,Night,Weekend,No,No,5709
11,2018,Monday,6:00,Day,Weekday,No,No,5710
11,2018,Monday,7:00,Day,Weekday,No,No,5711
11,2018,Monday,8:00,Day,Weekday,No,No,5712
11,2018,Monday,9:20,Day,Weekday,No,No,5713
11,2018,Monday,10:25,Day,Weekday,No,No,5714
11,2018,Monday,11:11,Day,Weekday,No,No,5715
11,2018,Monday,15:00,Day,Weekday,No,No,5716
11,2018,Monday,16:20,Day,Weekday,No,No,5717
11,2018,Monday,17:15,Day,Weekday,No,No,5718
11,2018,Monday,18:00,Night,Weekday,No,No,5719
11,2018,Saturday,0:00,Night,Weekend,No,No,5720
11,2018,Saturday,5:00,Night,Weekend,No,No,5721
11,2018,Saturday,8:30,Day,Weekend,No,No,5722
11,2018,Saturday,9:00,Day,Weekend,No,No,5723
11,2018,Saturday,9:32,Day,Weekend,No,No,5724
11,2018,Saturday,9:40,Day,Weekend,No,No,5725
11,2018,Saturday,13:03,Day,Weekend,No,No,5726
11,2018,Saturday,13:10,Day,Weekend,No,No,5727
11,2018,Saturday,15:00,Day,Weekend,No,No,5728
11,2018,Saturday,15:14,Day,Weekend,No,No,5729
11,2018,Saturday,15:30,Day,Weekend,No,No,5730
11,2018,Saturday,18:00,Night,Weekend,No,No,5731
11,2018,Saturday,19:05,Night,Weekend,No,No,5732
11,2018,Saturday,19:45,Night,Weekend,No,No,5733
11,2018,Saturday,20:14,Night,Weekend,No,No,5734
11,2018,Saturday,21:00,Night,Weekend,No,No,5735
11,2018,Saturday,22:42,Night,Weekend,No,No,5736
11,2018,Saturday,23:00,Night,Weekend,No,No,5737
11,2018,Saturday,23:05,Night,Weekend,No,No,5738
11,2018,Saturday,23:45,Night,Weekend,No,No,5739
11,2018,Sunday,0:08,Night,Weekend,No,No,5740
11,2018,Sunday,2:08,Night,Weekend,No,No,5741
11,2018,Sunday,5:12,Night,Weekend,No,No,5742
11,2018,Sunday,6:32,Day,Weekend,No,No,5743
11,2018,Sunday,10:53,Day,Weekend,No,No,5744
11,2018,Sunday,11:01,Day,Weekend,No,No,5745
11,2018,Sunday,11:45,Day,Weekend,No,No,5746
11,2018,Sunday,11:55,Day,Weekend,No,No,5747
11,2018,Sunday,14:00,Day,Weekend,No,No,5748
11,2018,Sunday,14:22,Day,Weekend,No,No,5749
11,2018,Sunday,15:00,Day,Weekend,No,No,5750
11,2018,Sunday,16:10,Day,Weekend,No,No,5751
11,2018,Sunday,16:15,Day,Weekend,No,No,5752
11,2018,Sunday,20:55,Night,Weekend,No,No,5753
11,2018,Thursday,1:00,Night,Weekday,No,No,5754
11,2018,Thursday,6:32,Day,Weekday,No,No,5755
11,2018,Thursday,7:39,Day,Weekday,No,No,5756
11,2018,Thursday,13:45,Day,Weekday,No,No,5757
11,2018,Thursday,13:55,Day,Weekday,No,No,5758
11,2018,Thursday,14:15,Day,Weekday,No,No,5759
11,2018,Thursday,16:00,Day,Weekday,No,No,5760
11,2018,Thursday,18:30,Night,Weekday,No,No,5761
11,2018,Thursday,19:00,Night,Weekday,No,No,5762
11,2018,Thursday,21:30,Night,Weekday,No,No,5763
11,2018,Thursday,22:30,Night,Weekday,No,No,5764
11,2018,Tuesday,4:00,Night,Weekday,No,No,5765
11,2018,Tuesday,5:35,Night,Weekday,No,No,5766
11,2018,Tuesday,8:15,Day,Weekday,No,No,5767
11,2018,Tuesday,8:37,Day,Weekday,No,No,5768
11,2018,Tuesday,9:00,Day,Weekday,No,No,5769
11,2018,Tuesday,13:15,Day,Weekday,No,No,5770
11,2018,Tuesday,14:16,Day,Weekday,No,No,5771
11,2018,Tuesday,15:00,Day,Weekday,No,No,5772
11,2018,Tuesday,16:40,Day,Weekday,No,No,5773
11,2018,Tuesday,18:40,Night,Weekday,No,No,5774
11,2018,Tuesday,18:55,Night,Weekday,No,No,5775
11,2018,Tuesday,23:00,Night,Weekday,No,No,5776
11,2018,Wednesday,3:35,Night,Weekday,No,No,5777
11,2018,Wednesday,6:00,Day,Weekday,No,No,5778
11,2018,Wednesday,9:10,Day,Weekday,No,No,5779
11,2018,Wednesday,17:40,Day,Weekday,No,No,5780
11,2018,Wednesday,18:27,Night,Weekday,No,No,5781
11,2018,Wednesday,19:00,Night,Weekday,No,No,5782
10,2018,Friday,9:25,Day,Weekday,No,No,5783
10,2018,Friday,10:06,Day,Weekday,No,No,5784
10,2018,Friday,10:50,Day,Weekday,No,No,5785
10,2018,Friday,10:55,Day,Weekday,No,No,5786
10,2018,Friday,15:00,Day,Weekday,No,No,5787
10,2018,Friday,15:30,Day,Weekday,No,No,5788
10,2018,Friday,21:00,Night,Weekend,No,No,5789
10,2018,Monday,7:05,Day,Weekday,No,No,5790
10,2018,Monday,10:00,Day,Weekday,No,No,5791
10,2018,Monday,11:00,Day,Weekday,No,No,5792
10,2018,Monday,15:30,Day,Weekday,No,No,5793
10,2018,Monday,15:44,Day,Weekday,No,No,5794
10,2018,Monday,16:00,Day,Weekday,No,No,5795
10,2018,Monday,16:30,Day,Weekday,No,No,5796
10,2018,Monday,20:30,Night,Weekday,No,No,5797
10,2018,Monday,22:00,Night,Weekday,No,No,5798
10,2018,Monday,22:45,Night,Weekday,No,No,5799
10,2018,Saturday,4:20,Night,Weekend,No,No,5800
10,2018,Saturday,5:20,Night,Weekend,No,No,5801
10,2018,Saturday,5:21,Night,Weekend,No,No,5802
10,2018,Saturday,9:30,Day,Weekend,No,No,5803
10,2018,Saturday,10:35,Day,Weekend,No,No,5804
10,2018,Saturday,11:35,Day,Weekend,No,No,5805
10,2018,Saturday,12:50,Day,Weekend,No,No,5806
10,2018,Saturday,14:00,Day,Weekend,No,No,5807
10,2018,Saturday,19:30,Night,Weekend,No,No,5808
10,2018,Saturday,22:40,Night,Weekend,No,No,5809
10,2018,Saturday,23:00,Night,Weekend,No,No,5810
10,2018,Saturday,23:30,Night,Weekend,No,No,5811
10,2018,Sunday,0:50,Night,Weekend,No,No,5812
10,2018,Sunday,1:00,Night,Weekend,No,No,5813
10,2018,Sunday,5:30,Night,Weekend,No,No,5814
10,2018,Sunday,6:00,Day,Weekend,No,No,5815
10,2018,Sunday,6:41,Day,Weekend,No,No,5816
10,2018,Sunday,7:05,Day,Weekend,No,No,5817
10,2018,Sunday,10:45,Day,Weekend,No,No,5818
10,2018,Sunday,12:00,Day,Weekend,No,No,5819
10,2018,Sunday,12:24,Day,Weekend,No,No,5820
10,2018,Sunday,13:12,Day,Weekend,No,No,5821
10,2018,Sunday,13:15,Day,Weekend,No,No,5822
10,2018,Sunday,14:20,Day,Weekend,No,No,5823
10,2018,Sunday,15:50,Day,Weekend,No,No,5824
10,2018,Sunday,15:51,Day,Weekend,No,No,5825
10,2018,Sunday,20:58,Night,Weekend,No,No,5826
10,2018,Thursday,9:00,Day,Weekday,No,No,5827
10,2018,Thursday,15:30,Day,Weekday,No,No,5828
10,2018,Thursday,16:12,Day,Weekday,No,No,5829
10,2018,Thursday,21:30,Night,Weekday,No,No,5830
10,2018,Tuesday,6:00,Day,Weekday,No,No,5831
10,2018,Tuesday,9:00,Day,Weekday,No,No,5832
10,2018,Tuesday,13:00,Day,Weekday,No,No,5833
10,2018,Tuesday,19:00,Night,Weekday,No,No,5834
10,2018,Tuesday,21:00,Night,Weekday,No,No,5835
10,2018,Tuesday,23:00,Night,Weekday,No,No,5836
10,2018,Wednesday,9:20,Day,Weekday,No,No,5837
10,2018,Wednesday,10:49,Day,Weekday,No,No,5838
10,2018,Wednesday,11:40,Day,Weekday,No,No,5839
10,2018,Wednesday,12:10,Day,Weekday,No,No,5840
10,2018,Wednesday,12:23,Day,Weekday,No,No,5841
10,2018,Wednesday,13:45,Day,Weekday,No,No,5842
10,2018,Wednesday,14:45,Day,Weekday,No,No,5843
10,2018,Wednesday,14:47,Day,Weekday,No,No,5844
10,2018,Wednesday,15:30,Day,Weekday,No,No,5845
10,2018,Wednesday,15:45,Day,Weekday,No,No,5846
9,2018,Friday,1:31,Night,Weekday,No,No,5847
9,2018,Friday,1:52,Night,Weekday,No,No,5848
9,2018,Friday,1:54,Night,Weekday,No,No,5849
9,2018,Friday,5:45,Night,Weekday,No,No,5850
9,2018,Friday,7:00,Day,Weekday,No,No,5851
9,2018,Friday,8:00,Day,Weekday,No,No,5852
9,2018,Friday,9:30,Day,Weekday,No,No,5853
9,2018,Friday,12:40,Day,Weekday,No,No,5854
9,2018,Friday,12:50,Day,Weekday,No,No,5855
9,2018,Friday,13:00,Day,Weekday,No,No,5856
9,2018,Friday,13:12,Day,Weekday,No,No,5857
9,2018,Friday,14:00,Day,Weekday,No,No,5858
9,2018,Friday,14:18,Day,Weekday,No,No,5859
9,2018,Friday,14:20,Day,Weekday,No,No,5860
9,2018,Friday,15:20,Day,Weekday,No,No,5861
9,2018,Friday,19:00,Night,Weekend,No,No,5862
9,2018,Friday,19:42,Night,Weekend,No,No,5863
9,2018,Friday,21:15,Night,Weekend,No,No,5864
9,2018,Friday,22:30,Night,Weekend,No,No,5865
9,2018,Friday,23:00,Night,Weekend,No,No,5866
9,2018,Monday,4:00,Night,Weekend,No,No,5867
9,2018,Monday,7:02,Day,Weekday,No,No,5868
9,2018,Monday,9:30,Day,Weekday,No,No,5869
9,2018,Monday,10:00,Day,Weekday,No,No,5870
9,2018,Monday,12:26,Day,Weekday,No,No,5871
9,2018,Monday,12:35,Day,Weekday,No,No,5872
9,2018,Monday,16:00,Day,Weekday,No,No,5873
9,2018,Monday,16:34,Day,Weekday,No,No,5874
9,2018,Monday,18:20,Night,Weekday,No,No,5875
9,2018,Monday,22:00,Night,Weekday,No,No,5876
9,2018,Monday,22:03,Night,Weekday,No,No,5877
9,2018,Saturday,1:00,Night,Weekend,No,No,5878
9,2018,Saturday,3:00,Night,Weekend,No,No,5879
9,2018,Saturday,4:10,Night,Weekend,No,No,5880
9,2018,Saturday,8:30,Day,Weekend,No,No,5881
9,2018,Saturday,10:20,Day,Weekend,No,No,5882
9,2018,Saturday,11:00,Day,Weekend,No,No,5883
9,2018,Saturday,11:27,Day,Weekend,No,No,5884
9,2018,Saturday,12:13,Day,Weekend,No,No,5885
9,2018,Saturday,12:45,Day,Weekend,No,No,5886
9,2018,Saturday,13:15,Day,Weekend,No,No,5887
9,2018,Saturday,14:00,Day,Weekend,No,No,5888
9,2018,Saturday,14:15,Day,Weekend,No,No,5889
9,2018,Saturday,16:28,Day,Weekend,No,No,5890
9,2018,Saturday,17:05,Day,Weekend,No,No,5891
9,2018,Saturday,17:15,Day,Weekend,No,No,5892
9,2018,Saturday,18:00,Night,Weekend,No,No,5893
9,2018,Saturday,19:00,Night,Weekend,No,No,5894
9,2018,Saturday,21:15,Night,Weekend,No,No,5895
9,2018,Saturday,21:16,Night,Weekend,No,No,5896
9,2018,Saturday,22:00,Night,Weekend,No,No,5897
9,2018,Saturday,22:49,Night,Weekend,No,No,5898
9,2018,Sunday,0:00,Night,Weekend,No,No,5899
9,2018,Sunday,3:00,Night,Weekend,No,No,5900
9,2018,Sunday,7:00,Day,Weekend,No,No,5901
9,2018,Sunday,10:20,Day,Weekend,No,No,5902
9,2018,Sunday,11:00,Day,Weekend,No,No,5903
9,2018,Sunday,11:20,Day,Weekend,No,No,5904
9,2018,Sunday,11:43,Day,Weekend,No,No,5905
9,2018,Sunday,16:40,Day,Weekend,No,No,5906
9,2018,Sunday,19:48,Night,Weekend,No,No,5907
9,2018,Sunday,20:22,Night,Weekend,No,No,5908
9,2018,Sunday,20:54,Night,Weekend,No,No,5909
9,2018,Thursday,0:44,Night,Weekday,No,No,5910
9,2018,Thursday,7:00,Day,Weekday,No,No,5911
9,2018,Thursday,7:20,Day,Weekday,No,No,5912
9,2018,Thursday,10:20,Day,Weekday,No,No,5913
9,2018,Thursday,11:00,Day,Weekday,No,No,5914
9,2018,Thursday,14:15,Day,Weekday,No,No,5915
9,2018,Thursday,15:50,Day,Weekday,No,No,5916
9,2018,Thursday,16:35,Day,Weekday,No,No,5917
9,2018,Thursday,18:00,Night,Weekday,No,No,5918
9,2018,Thursday,21:30,Night,Weekday,No,No,5919
9,2018,Thursday,22:00,Night,Weekday,No,No,5920
9,2018,Thursday,23:05,Night,Weekday,No,No,5921
9,2018,Thursday,23:15,Night,Weekday,No,No,5922
9,2018,Tuesday,4:20,Night,Weekday,No,No,5923
9,2018,Tuesday,5:50,Night,Weekday,No,No,5924
9,2018,Tuesday,7:19,Day,Weekday,No,No,5925
9,2018,Tuesday,10:46,Day,Weekday,No,No,5926
9,2018,Tuesday,11:00,Day,Weekday,No,No,5927
9,2018,Tuesday,11:15,Day,Weekday,No,No,5928
9,2018,Tuesday,13:12,Day,Weekday,No,No,5929
9,2018,Tuesday,14:15,Day,Weekday,No,No,5930
9,2018,Tuesday,15:05,Day,Weekday,No,No,5931
